date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:48:55	251853/251853	---MCZ	200	added ('OK')	text/css	etag:%2238088386e726ec865749b6d5ad79c5d2%22	https://the-dapptools.onrender.com/chunks/css/bootstrap.min.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/css/bootstrap.min.css	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:56	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:55%20GMT	https://the-dapptools.onrender.com/chunks/patterns/exapath.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/exapath.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:56	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:56%20GMT	https://the-dapptools.onrender.com/chunks/patterns/cpupath.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/cpupath.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:57	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:56%20GMT	https://the-dapptools.onrender.com/chunks/patterns/motpath.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/motpath.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:57	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:57%20GMT	https://the-dapptools.onrender.com/chunks/patterns/promopath.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/promopath.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:58	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:58%20GMT	https://the-dapptools.onrender.com/chunks/patterns/exapath-w.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/exapath-w.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:59	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:58%20GMT	https://the-dapptools.onrender.com/chunks/patterns/cpupath-w.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/cpupath-w.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:48:59	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:59%20GMT	https://the-dapptools.onrender.com/chunks/patterns/motpath-w.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/motpath-w.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:49:00	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:48:59%20GMT	https://the-dapptools.onrender.com/chunks/patterns/promo-w.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/patterns/promo-w.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:49:01	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:49:00%20GMT	https://the-dapptools.onrender.com/404.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/404.html	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:49:01	163290/163290	---M--	200	added ('OK')	image/jpeg	etag:%22ff9086d489b880abdda877b208cb29dd%22	https://the-dapptools.onrender.com/topbanner17.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/topbanner17.jpg	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:49:01	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:49:01%20GMT	https://the-dapptools.onrender.com/chunks/img/arrow-drop-down.svg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/chunks/img/arrow-drop-down.svg	(from https://the-dapptools.onrender.com/chunks/css/style.min.css)
08:49:02	66872/66872	---MCZ	200	added ('OK')	text/css	etag:%2232ca29c310fe0912f903db3f0e192fdc%22	https://the-dapptools.onrender.com/assets/css/style.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/style.css	(from https://the-dapptools.onrender.com/cyber.html)
08:49:02	1560/1560	---M-Z	200	added ('OK')	image/svg+xml	etag:%225a6813a2362143c5ac943bdd66f1b9ce%22	https://the-dapptools.onrender.com/assets/icon/wc.svg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/icon/wc.svg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:03	400/400	---M--	200	added ('OK')	image/png	etag:%225bd3a84142905b0a42b07e6d65e81504%22	https://the-dapptools.onrender.com/assets/images/icon/sun.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/icon/sun.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:04	347/347	---M--	200	added ('OK')	image/png	etag:%221c12e607c7d9639f7984bc6c38ac433b%22	https://the-dapptools.onrender.com/assets/images/icon/moon-2.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/icon/moon-2.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:04	17510/17510	---M--	200	added ('OK')	image/png	etag:%223a45722058c1f962e4a707980a179d89%22	https://the-dapptools.onrender.com/assets/images/logo/safepal.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/safepal.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:05	4385/4385	---M--	200	added ('OK')	image/jpeg	etag:%228aaa7397f533b7f06cbb667779fa82a2%22	https://the-dapptools.onrender.com/assets/images/logo/walle.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/walle.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:05	6633/6633	---M--	200	added ('OK')	image/jpeg	etag:%22f15670e2fa664790560becb05302a51c%22	https://the-dapptools.onrender.com/assets/images/logo/trust_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/trust_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:06	9649/9649	---M--	200	added ('OK')	image/jpeg	etag:%2251db991750e9db40fbdc7d0f30242022%22	https://the-dapptools.onrender.com/assets/images/logo/metamask.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/metamask.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:07	18169/18169	---M--	200	added ('OK')	image/png	etag:%221bfc29872ffb0da4ff35ab78d50f801b%22	https://the-dapptools.onrender.com/assets/images/logo/binance.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/binance.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:07	5034/5034	---M--	200	added ('OK')	image/jpeg	etag:%22fd94329c78deac6b68e263f5f1b349b0%22	https://the-dapptools.onrender.com/assets/images/logo/polygon.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/polygon.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:08	11047/11047	---M--	200	added ('OK')	image/jpeg	etag:%226d76ead5b79aa76658cdd1845fc42d04%22	https://the-dapptools.onrender.com/assets/images/logo/rainbow.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/rainbow.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:09	9881/9881	---M--	200	added ('OK')	image/jpeg	etag:%2288d61453f2e52906f883152a427a347a%22	https://the-dapptools.onrender.com/assets/images/logo/bitpay.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/bitpay.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:11	7225/7225	---M--	200	added ('OK')	image/jpeg	etag:%22eb31718dfcaa184c92939eeb80409f0c%22	https://the-dapptools.onrender.com/assets/images/logo/walleth.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/walleth.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:11	4799/4799	---M--	200	added ('OK')	image/jpeg	etag:%22ba14456aaa8918f10ec0f0406cfab704%22	https://the-dapptools.onrender.com/assets/images/logo/argent.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/argent.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:12	8163/8163	---M--	200	added ('OK')	image/jpeg	etag:%228889adc3b016ba70946e7f291c6828b2%22	https://the-dapptools.onrender.com/assets/images/logo/huobi.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/huobi.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:13	25204/25204	---M--	200	added ('OK')	image/jpeg	etag:%22b6944dce49bda64a1cfa7bb1e0c52a5c%22	https://the-dapptools.onrender.com/assets/images/logo/encrypted_ink.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/encrypted_ink.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:14	51330/51330	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Apr%202022%2017:39:50%20GMT	https://pbs.twimg.com/profile_images/1509949169909354503/eSuRl5Sk_400x400.png	C:/My%20Web%20Sites/WALLET/pbs.twimg.com/profile_images/1509949169909354503/eSuRl5Sk_400x400.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:15	57156/57156	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202023%2012:49:15%20GMT	https://phantom.app/img/phantom-og.png	C:/My%20Web%20Sites/WALLET/phantom.app/img/phantom-og.3a.delayed	(from https://the-dapptools.onrender.com/cyber.html)
08:49:16	4481/4481	---M--	200	added ('OK')	image/jpeg	etag:%2223ff239ad1d464afc2ad1dbb20868b4b%22	https://the-dapptools.onrender.com/assets/images/logo/compound.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/compound.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:17	10853/10853	---M--	200	added ('OK')	image/jpeg	etag:%221049516a8e0ba7e46ea9ae5ecf44a765%22	https://the-dapptools.onrender.com/assets/images/logo/polkadot.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/polkadot.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:17	42520/42520	---M--	200	added ('OK')	image/jpeg	etag:%223fe53678156109a5573577b455372e2f%22	https://the-dapptools.onrender.com/assets/images/logo/iotex.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/iotex.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:18	12620/12620	---M--	200	added ('OK')	image/jpeg	etag:%22c853c7334cb327be4e6d8d0ba7e56a63%22	https://the-dapptools.onrender.com/assets/images/logo/coin98.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/coin98.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:18	11139/11139	---M--	200	added ('OK')	image/png	etag:%227774bb57b27c817e15ec7d9212aac06b%22	https://the-dapptools.onrender.com/assets/images/logo/coinbase.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/coinbase.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:19	10892/10892	---M--	200	added ('OK')	image/jpeg	etag:%22af51356c02ac29ff62a6f193926d5284%22	https://the-dapptools.onrender.com/assets/images/logo/crypto.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/crypto.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:20	6087/6087	---M--	200	added ('OK')	image/jpeg	etag:%220243d07353ca763d43281cfdfa2f07a7%22	https://the-dapptools.onrender.com/assets/images/logo/token_pocket.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/token_pocket.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:20	13353/13353	---M--	200	added ('OK')	image/jpeg	etag:%2260f4289459b9326996863cfa52422fe5%22	https://the-dapptools.onrender.com/assets/images/logo/math_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/math_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:22	7139/7139	---M--	200	added ('OK')	image/jpeg	etag:%22b96662aeff8b0fbdd1df05fb5276377d%22	https://the-dapptools.onrender.com/assets/images/logo/ledger_live.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/ledger_live.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:22	17962/17962	---M--	200	added ('OK')	image/jpeg	etag:%2233980d05709d80b3caa512c95943cdc6%22	https://the-dapptools.onrender.com/assets/images/logo/1inch.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/1inch.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:23	9289/9289	---M--	200	added ('OK')	image/jpeg	etag:%222ba13682688e9661fb00bba1532a79b0%22	https://the-dapptools.onrender.com/assets/images/logo/dharma.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/dharma.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:25	13502/13502	---M--	200	added ('OK')	image/jpeg	etag:%222c59b7c0c81a6c33598ca9574fe92c8c%22	https://the-dapptools.onrender.com/assets/images/logo/trust_vault.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/trust_vault.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:26	9261/9261	---M--	200	added ('OK')	image/jpeg	etag:%22c2353b70342893978beccfa3cdafd816%22	https://the-dapptools.onrender.com/assets/images/logo/mykey.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/mykey.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:27	12526/12526	---M--	200	added ('OK')	image/jpeg	etag:%22480248df94d2b0e11d18d8c2c594d695%22	https://the-dapptools.onrender.com/assets/images/logo/atomic.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/atomic.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:27	7236/7236	---M--	200	added ('OK')	image/jpeg	etag:%2297c7f6191718e13dd0297ac906b7b7c3%22	https://the-dapptools.onrender.com/assets/images/logo/cool_wallet_s.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/cool_wallet_s.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:28	8155/8155	---M--	200	added ('OK')	image/jpeg	etag:%22104461e7e4dce9afb135eac0a215b19a%22	https://the-dapptools.onrender.com/assets/images/logo/nash.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/nash.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:29	17507/17507	---M--	200	added ('OK')	image/jpeg	etag:%228bec00af795032b272969d8604dea45f%22	https://the-dapptools.onrender.com/assets/images/logo/coinomi.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/coinomi.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:30	12007/12007	---M--	200	added ('OK')	image/jpeg	etag:%22b370860671d254fa45fd1fb36ea88257%22	https://the-dapptools.onrender.com/assets/images/logo/gridplus.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/gridplus.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:30	4838/4838	---M--	200	added ('OK')	image/jpeg	etag:%223fd4369bbf41aa2eb083896e8523baba%22	https://the-dapptools.onrender.com/assets/images/logo/tokenary.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/tokenary.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:31	9532/9532	---M--	200	added ('OK')	image/jpeg	etag:%22a72d311b189775eb7dd380a6009f7e79%22	https://the-dapptools.onrender.com/assets/images/logo/safepal.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/safepal.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:31	9672/9672	---M--	200	added ('OK')	image/jpeg	etag:%22319a4e53a51ceba6ae824ed693002f84%22	https://the-dapptools.onrender.com/assets/images/logo/infinito.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/infinito.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:32	12842/12842	---M--	200	added ('OK')	image/jpeg	etag:%223b94a722de722a8972c8883eb2eabcf4%22	https://the-dapptools.onrender.com/assets/images/logo/wallet_io.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/wallet_io.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:33	9959/9959	---M--	200	added ('OK')	image/jpeg	etag:%22541bb2e5e029df0653025ebe623f30d2%22	https://the-dapptools.onrender.com/assets/images/logo/ownbit.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/ownbit.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:33	6077/6077	---M--	200	added ('OK')	image/jpeg	etag:%2268dcb1da71ecb585c52aa44ee3dcccc2%22	https://the-dapptools.onrender.com/assets/images/logo/easypocket.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/easypocket.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:34	7723/7723	---M--	200	added ('OK')	image/jpeg	etag:%22347c362cb102ada4b7d16da1f70d0951%22	https://the-dapptools.onrender.com/assets/images/logo/bridge_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/bridge_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
